Tiempo [h];Tiempo [s];Dato;Altura de Vela [cm];Altura Vela [mm];Ancho de Vela [mm];Seccion de la Vela [mm^2];Altura de llama [cm];Altura de llama [mm];Temperatura
0,436;1570;314;14,96963545;149,6963545;14,22053266;89,35024188;4,148;41,478;80,53
0,438;1575;315;14,96364879;149,6364879;14,22436543;89,37432387;3,132;31,32;81,02
0,439;1580;316;14,95766453;149,5766453;14,22819667;89,39839624;4,372;43,721;81,5
0,44;1585;317;14,95168266;149,5168266;14,23202637;89,42245898;4,784;47,839;80,53
0,442;1590;318;14,94570319;149,4570319;14,23585454;89,44651209;4,219;42,194;82,48
0,443;1595;319;14,9397261;149,397261;14,23968118;89,47055559;3,132;31,319;81,5
0,444;1600;320;14,9337514;149,337514;14,24350629;89,49458947;4,594;45,945;81,99
0,446;1605;321;14,9277791;149,277791;14,24732987;89,51861374;3,909;39,093;83,46
0,447;1610;322;14,92180918;149,2180918;14,25115193;89,5426284;4,616;46,159;82,48
0,449;1615;323;14,91584165;149,1584165;14,25497245;89,56663345;3,167;31,673;81,99
0,45;1620;324;14,90987651;149,0987651;14,25879145;89,59062891;3,879;38,786;83,46
0,451;1625;325;14,90391375;149,0391375;14,26260891;89,61461477;4,295;42,948;82,97
0,453;1630;326;14,89795338;148,9795338;14,26642486;89,63859104;3,13;31,299;81,99
0,454;1635;327;14,89199539;148,9199539;14,27023927;89,66255772;4,245;42,447;81,99
0,456;1640;328;14,88603978;148,8603978;14,27405216;89,68651481;3,638;36,38;83,95
0,457;1645;329;14,88008655;148,8008655;14,27786353;89,71046232;3,271;32,711;83,95
0,458;1650;330;14,87413571;148,7413571;14,28167337;89,73440026;3,354;33,542;83,46
0,46;1655;331;14,86818724;148,6818724;14,28548168;89,75832862;4,315;43,15;83,95
0,461;1660;332;14,86224116;148,6224116;14,28928848;89,78224742;3,382;33,82;83,46
0,463;1665;333;14,85629745;148,5629745;14,29309375;89,80615665;4,327;43,266;83,46
0,464;1670;334;14,85035612;148,5035612;14,2968975;89,83005631;3,132;31,32;83,95
0,465;1675;335;14,84441717;148,4441717;14,30069973;89,85394642;3,291;32,909;83,46
0,467;1680;336;14,83848059;148,3848059;14,30450044;89,87782698;3,268;32,68;83,95
0,468;1685;337;14,83254638;148,3254638;14,30829963;89,90169798;3,585;35,85;83,95
0,469;1690;338;14,82661455;148,2661455;14,31209729;89,92555944;3,448;34,476;84,92
0,471;1695;339;14,82068509;148,2068509;14,31589344;89,94941135;3,981;39,805;84,43
0,472;1700;340;14,814758;148,14758;14,31968808;89,97325373;4,139;41,394;84,92
0,474;1705;341;14,80883328;148,0883328;14,32348119;89,99708657;3,996;39,955;84,43
0,475;1710;342;14,80291093;148,0291093;14,32727279;90,02090988;3,798;37,983;83,95
0,476;1715;343;14,79699095;147,9699095;14,33106287;90,04472366;4,461;44,611;84,43
0,478;1720;344;14,79107334;147,9107334;14,33485144;90,06852792;4,149;41,485;84,43
0,479;1725;345;14,7851581;147,851581;14,33863849;90,09232266;3,844;38,444;84,43
0,481;1730;346;14,77924521;147,7924521;14,34242402;90,11610788;3,167;31,673;83,95
0,482;1735;347;14,7733347;147,733347;14,34620804;90,13988359;4,477;44,767;84,92
0,483;1740;348;14,76742655;147,6742655;14,34999055;90,16364979;3,132;31,32;84,92
0,485;1745;349;14,76152076;147,6152076;14,35377155;90,18740649;3,811;38,108;85,41
0,486;1750;350;14,75561733;147,5561733;14,35755103;90,21115369;3,132;31,32;84,92
0,488;1755;351;14,74971626;147,4971626;14,361329;90,23489139;4,127;41,273;83,95
0,489;1760;352;14,74381756;147,4381756;14,36510547;90,25861959;3,132;31,32;84,43
0,49;1765;353;14,73792121;147,3792121;14,36888042;90,28233831;4,006;40,06;84,43
0,492;1770;354;14,73202722;147,3202722;14,37265386;90,30604754;3,132;31,32;85,9
0,493;1775;355;14,72613559;147,2613559;14,37642579;90,32974729;4,423;44,227;84,43
0,494;1780;356;14,72024631;147,2024631;14,38019621;90,35343757;4,178;41,778;85,9
0,496;1785;357;14,71435939;147,1435939;14,38396513;90,37711836;4,448;44,479;85,41
0,497;1790;358;14,70847482;147,0847482;14,38773254;90,40078969;3,405;34,051;84,92
0,499;1795;359;14,70259261;147,0259261;14,39149844;90,42445155;3,447;34,47;85,9
0,5;1800;360;14,69671275;146,9671275;14,39526284;90,44810395;4,02;40,198;85,9
0,501;1805;361;14,69083524;146,9083524;14,39902573;90,47174689;3,132;31,32;84,92
0,503;1810;362;14,68496008;146,8496008;14,40278711;90,49538037;3,386;33,862;84,92
0,504;1815;363;14,67908727;146,7908727;14,40654699;90,5190044;4,259;42,59;84,92
0,506;1820;364;14,67321681;146,7321681;14,41030537;90,54261899;3,335;33,352;83,46
0,507;1825;365;14,6673487;146,673487;14,41406225;90,56622413;3,37;33,698;84,43
0,508;1830;366;14,66148293;146,6148293;14,41781762;90,58981983;3,132;31,319;84,43
0,51;1835;367;14,65561951;146,5561951;14,42157149;90,61340609;4,224;42,238;84,43
0,511;1840;368;14,64975843;146,4975843;14,42532386;90,63698292;3,132;31,32;83,95
0,513;1845;369;14,6438997;146,438997;14,42907473;90,66055033;4,272;42,718;85,41
0,514;1850;370;14,63804331;146,3804331;14,4328241;90,6841083;3,167;31,673;85,9
0,515;1855;371;14,63218927;146,3218927;14,43657197;90,70765686;3,392;33,923;85,9
0,517;1860;372;14,62633756;146,2633756;14,44031834;90,731196;4,307;43,073;84,43
0,518;1865;373;14,6204882;146,204882;14,44406321;90,75472572;4,328;43,28;84,92
0,519;1870;374;14,61464117;146,1464117;14,44780658;90,77824604;3,132;31,32;83,46
0,521;1875;375;14,60879648;146,0879648;14,45154846;90,80175695;3,704;37,038;83,46
0,522;1880;376;14,60295413;146,0295413;14,45528884;90,82525845;3,167;31,673;82,97
0,524;1885;377;14,59711412;145,9711412;14,45902773;90,84875056;4,303;43,03;83,46
0,525;1890;378;14,59127644;145,9127644;14,46276511;90,87223327;3,167;31,673;82,97
0,526;1895;379;14,5854411;145,854411;14,46650101;90,89570659;3,518;35,178;83,46
0,528;1900;380;14,57960809;145,7960809;14,47023541;90,91917053;3,132;31,32;83,95
0,529;1905;381;14,57377741;145,7377741;14,47396832;90,94262508;4,464;44,636;84,92
0,531;1910;382;14,56794907;145,6794907;14,47769973;90,96607025;3,132;31,32;83,95
0,532;1915;383;14,56212305;145,6212305;14,48142966;90,98950604;3,613;36,126;84,43
0,533;1920;384;14,55629937;145,5629937;14,48515809;91,01293246;3,132;31,32;86,39
0,535;1925;385;14,55047801;145,5047801;14,48888503;91,03634951;3,813;38,129;85,41
0,536;1930;386;14,54465899;145,4465899;14,49261048;91,0597572;3,132;31,32;84,43
0,538;1935;387;14,53884229;145,3884229;14,49633443;91,08315553;3,392;33,916;85,41
0,539;1940;388;14,53302791;145,3302791;14,5000569;91,1065445;3,132;31,32;84,43
0,54;1945;389;14,52721586;145,2721586;14,50377789;91,12992411;3,702;37,021;84,43
0,542;1950;390;14,52140614;145,2140614;14,50749738;91,15329438;3,898;38,98;83,95
0,543;1955;391;14,51559874;145,1559874;14,51121538;91,1766553;3,132;31,32;85,41
0,544;1960;392;14,50979366;145,0979366;14,5149319;91,20000687;3,624;36,239;84,43
0,546;1965;393;14,5039909;145,039909;14,51864694;91,22334911;3,132;31,32;84,43
0,547;1970;394;14,49819047;144,9819047;14,52236048;91,24668201;4,229;42,289;83,95
0,549;1975;395;14,49239235;144,9239235;14,52607254;91,27000558;3,167;31,673;83,46
0,55;1980;396;14,48659655;144,8659655;14,52978312;91,29331983;3,66;36,6;83,95
0,551;1985;397;14,48080307;144,8080307;14,53349222;91,31662475;3,524;35,243;83,46
0,553;1990;398;14,47501191;144,7501191;14,53719982;91,33992035;3,758;37,581;83,95
0,554;1995;399;14,46922306;144,6922306;14,54090595;91,36320663;3,593;35,927;83,95
0,556;2000;400;14,46343653;144,6343653;14,5446106;91,3864836;3,692;36,916;83,46
0,557;2005;401;14,45765231;144,5765231;14,54831376;91,40975126;4,292;42,921;83,46
0,558;2010;402;14,45187041;144,5187041;14,55201544;91,43300962;4,442;44,425;82,48
0,56;2015;403;14,44609082;144,4609082;14,55571565;91,45625868;3,418;34,176;82,97
0,561;2020;404;14,44031354;144,4031354;14,55941437;91,47949843;3,477;34,767;82,48
0,563;2025;405;14,43453856;144,3453856;14,56311161;91,5027289;3,132;31,32;82,97
0,564;2030;406;14,4287659;144,287659;14,56680737;91,52595007;3,661;36,612;83,95
0,565;2035;407;14,42299555;144,2299555;14,57050166;91,54916196;3,132;31,32;83,46
0,567;2040;408;14,41722751;144,1722751;14,57419447;91,57236456;3,726;37,263;83,95
0,568;2045;409;14,41146177;144,1146177;14,5778858;91,59555789;4,063;40,628;83,46
0,569;2050;410;14,40569834;144,0569834;14,58157566;91,61874193;3,885;38,853;82,97
0,571;2055;411;14,39993721;143,9993721;14,58526404;91,64191671;3,617;36,17;83,46
0,572;2060;412;14,39417839;143,9417839;14,58895094;91,66508222;3,688;36,885;82,97
0,574;2065;413;14,38842187;143,8842187;14,59263638;91,68823847;3,834;38,337;83,46
0,575;2070;414;14,38266765;143,8266765;14,59632033;91,71138545;4,641;46,411;82,48
0,576;2075;415;14,37691573;143,7691573;14,60000282;91,73452318;3,864;38,639;83,95
0,578;2080;416;14,37116612;143,7116612;14,60368383;91,75765165;3,493;34,929;83,46
0,579;2085;417;14,3654188;143,654188;14,60736337;91,78077088;3,728;37,281;83,46
0,581;2090;418;14,35967378;143,5967378;14,61104143;91,80388085;4,096;40,956;82,97
0,582;2095;419;14,35393106;143,5393106;14,61471803;91,82698159;3,718;37,176;81,02
0,583;2100;420;14,34819064;143,4819064;14,61839316;91,85007309;4,667;46,668;81,5
0,585;2105;421;14,34245251;143,4245251;14,62206681;91,87315535;3,455;34,553;81,99
0,586;2110;422;14,33671667;143,3671667;14,625739;91,89622838;3,822;38,22;81,5
0,588;2115;423;14,33098313;143,3098313;14,62940972;91,91929219;4,63;46,296;81,5
0,589;2120;424;14,32525189;143,2525189;14,63307897;91,94234677;4,643;46,429;81,5
0,59;2125;425;14,31952293;143,1952293;14,63674675;91,96539213;4,279;42,788;82,48
0,592;2130;426;14,31379627;143,1379627;14,64041307;91,98842828;4,654;46,542;82,97
0,593;2135;427;14,30807189;143,0807189;14,64407792;92,01145521;4,352;43,521;81,99
0,594;2140;428;14,30234981;143,0234981;14,6477413;92,03447293;4,044;40,44;82,97
0,596;2145;429;14,29663001;142,9663001;14,65140322;92,05748145;3,67;36,7;82,48
0,597;2150;430;14,29091251;142,9091251;14,65506368;92,08048077;4,018;40,18;82,48
0,599;2155;431;14,28519728;142,8519728;14,65872267;92,10347089;3,683;36,832;81,5
0,6;2160;432;14,27948435;142,7948435;14,6623802;92,12645181;3,526;35,265;82,97
0,601;2165;433;14,2737737;142,737737;14,66603626;92,14942354;3,28;32,8;81,99
0,603;2170;434;14,26806533;142,6806533;14,66969086;92,17238609;4,238;42,376;81,99
0,604;2175;435;14,26235924;142,6235924;14,673344;92,19533945;3,167;31,673;81,02
0,606;2180;436;14,25665544;142,5665544;14,67699568;92,21828364;3,132;31,32;82,48
0,607;2185;437;14,25095392;142,5095392;14,6806459;92,24121865;3,226;32,264;81,5
0,608;2190;438;14,24525468;142,4525468;14,68429466;92,26414448;3,132;31,319;81,5
0,61;2195;439;14,23955772;142,3955772;14,68794197;92,28706115;4,282;42,821;82,48
0,611;2200;440;14,23386303;142,3386303;14,69158781;92,30996865;3,132;31,319;82,48
0,613;2205;441;14,22817062;142,2817062;14,69523219;92,332867;4,427;44,273;81,5
0,614;2210;442;14,22248049;142,2248049;14,69887512;92,35575618;3,132;31,32;81,5
0,615;2215;443;14,21679264;142,1679264;14,70251659;92,37863621;4,327;43,265;80,53
0,617;2220;444;14,21110706;142,1110706;14,7061566;92,40150709;3,356;33,56;81,5
0,618;2225;445;14,20542375;142,0542375;14,70979516;92,42436883;3,301;33,015;81,99
0,619;2230;446;14,19974272;141,9974272;14,71343226;92,44722142;4,431;44,309;81,02
0,621;2235;447;14,19406396;141,9406396;14,71706791;92,47006487;3,138;31,382;81,02
0,622;2240;448;14,18838747;141,8838747;14,72070211;92,49289918;3,795;37,946;81,99
0,624;2245;449;14,18271325;141,8271325;14,72433485;92,51572437;3,793;37,931;81,02
0,625;2250;450;14,1770413;141,770413;14,72796614;92,53854042;3,468;34,678;81,99
0,626;2255;451;14,17137162;141,7137162;14,73159597;92,56134736;4,503;45,026;81,5
0,628;2260;452;14,1657042;141,657042;14,73522436;92,58414517;3,68;36,799;81,5
0,629;2265;453;14,16003905;141,6003905;14,73885129;92,60693386;4,364;43,642;82,97
0,631;2270;454;14,15437617;141,5437617;14,74247677;92,62971344;3,752;37,519;82,48
0,632;2275;455;14,14871555;141,4871555;14,7461008;92,65248391;4,456;44,56;82,97
0,633;2280;456;14,1430572;141,430572;14,74972339;92,67524527;3,132;31,32;82,48
0,635;2285;457;14,1374011;141,374011;14,75334452;92,69799753;4,587;45,871;82,48
0,636;2290;458;14,13174728;141,3174728;14,75696421;92,72074069;3,132;31,32;81,5
0,638;2295;459;14,12609571;141,2609571;14,76058245;92,74347476;3,366;33,659;81,99
0,639;2300;460;14,1204464;141,204464;14,76419924;92,76619973;3,132;31,32;81,99
0,64;2305;461;14,11479935;141,1479935;14,76781458;92,78891562;3,539;35,388;81,99
0,642;2310;462;14,10915456;141,0915456;14,77142848;92,81162242;3,167;31,673;81,5
0,643;2315;463;14,10351203;141,0351203;14,77504094;92,83432014;3,833;38,328;81,99
0,644;2320;464;14,09787175;140,9787175;14,77865195;92,85700878;4,38;43,802;81,99
0,646;2325;465;14,09223373;140,9223373;14,78226151;92,87968835;3,808;38,083;81,5
0,647;2330;466;14,08659796;140,8659796;14,78586964;92,90235885;3,132;31,32;81,02
0,649;2335;467;14,08096445;140,8096445;14,78947632;92,92502029;4,475;44,746;82,48
0,65;2340;468;14,07533319;140,7533319;14,79308155;92,94767266;3,603;36,027;81,99
0,651;2345;469;14,06970418;140,6970418;14,79668535;92,97031597;3,564;35,642;81,02
0,653;2350;470;14,06407743;140,6407743;14,8002877;92,99295022;4,429;44,294;81,5
0,654;2355;471;14,05845292;140,5845292;14,80388861;93,01557543;4,462;44,62;81,5
0,656;2360;472;14,05283066;140,5283066;14,80748809;93,03819158;4,126;41,258;81,5
0,657;2365;473;14,04721066;140,4721066;14,81108612;93,06079869;3,511;35,107;81,99
0,658;2370;474;14,04159289;140,4159289;14,81468271;93,08339676;3,776;37,764;81,02
0,66;2375;475;14,03597738;140,3597738;14,81827787;93,1059858;3,344;33,44;81,5
0,661;2380;476;14,03036411;140,3036411;14,82187159;93,1285658;3,316;33,159;82,48
0,663;2385;477;14,02475309;140,2475309;14,82546387;93,15113676;3,132;31,32;81,99
0,664;2390;478;14,01914431;140,1914431;14,82905472;93,17369871;3,194;31,937;81,5
0,665;2395;479;14,01353777;140,1353777;14,83264412;93,19625162;4,438;44,376;80,53
0,667;2400;480;14,00793348;140,0793348;14,8362321;93,21879552;3,375;33,754;81,99
0,668;2405;481;14,00233143;140,0233143;14,83981863;93,24133041;3,231;32,312;81,99
0,669;2410;482;13,99673161;139,9673161;14,84340374;93,26385628;4,418;44,184;82,48
0,671;2415;483;13,99113404;139,9113404;14,84698741;93,28637314;4,336;43,363;81,5
0,672;2420;484;13,98553871;139,8553871;14,85056965;93,308881;3,132;31,32;81,5
0,674;2425;485;13,97994561;139,7994561;14,85415045;93,33137986;3,423;34,23;82,97
0,675;2430;486;13,97435475;139,7435475;14,85772982;93,35386972;3,132;31,32;82,97
0,676;2435;487;13,96876613;139,6876613;14,86130776;93,37635058;3,184;31,841;82,97
0,678;2440;488;13,96317974;139,6317974;14,86488427;93,39882246;3,132;31,32;81,5
0,679;2445;489;13,95759558;139,5759558;14,86845935;93,42128534;3,167;31,673;82,48
0,681;2450;490;13,95201366;139,5201366;14,872033;93,44373925;3,132;31,32;82,97
0,682;2455;491;13,94643397;139,4643397;14,87560522;93,46618417;3,167;31,673;82,48
0,683;2460;492;13,94085651;139,4085651;14,87917601;93,48862012;3,132;31,32;82,97
0,685;2465;493;13,93528128;139,3528128;14,88274538;93,5110471;3,406;34,056;83,95
0,686;2470;494;13,92970829;139,2970829;14,88631332;93,5334651;4,458;44,578;83,95
0,688;2475;495;13,92413752;139,2413752;14,88987983;93,55587414;3,167;31,673;83,95
0,689;2480;496;13,91856898;139,1856898;14,89344491;93,57827422;4,486;44,856;83,46
0,69;2485;497;13,91300266;139,1300266;14,89700857;93,60066534;3,167;31,673;82,97
0,692;2490;498;13,90743857;139,0743857;14,9005708;93,62304751;4,428;44,283;83,46
0,693;2495;499;13,90187671;139,0187671;14,90413161;93,64542073;3,132;31,32;83,46
0,694;2500;500;13,89631707;138,9631707;14,90769099;93,66778499;3,676;36,758;83,95
0,696;2505;501;13,89075966;138,9075966;14,91124895;93,69014032;3,167;31,673;82,97
0,697;2510;502;13,88520446;138,8520446;14,91480549;93,7124867;3,633;36,328;82,48
0,699;2515;503;13,87965149;138,7965149;14,9183606;93,73482415;3,54;35,396;82,48
0,7;2520;504;13,87410074;138,7410074;14,9219143;93,75715266;3,203;32,026;82,97
0,701;2525;505;13,86855221;138,6855221;14,92546657;93,77947225;4,274;42,744;82,48
0,703;2530;506;13,8630059;138,630059;14,92901742;93,8017829;3,132;31,32;83,46
0,704;2535;507;13,85746181;138,5746181;14,93256685;93,82408464;4,287;42,872;81,99
0,706;2540;508;13,85191993;138,5191993;14,93611486;93,84637746;3,167;31,673;81,99
0,707;2545;509;13,84638027;138,4638027;14,93966146;93,86866136;4,297;42,968;83,95
0,708;2550;510;13,84084283;138,4084283;14,94320663;93,89093635;3,167;31,673;83,46
0,71;2555;511;13,8353076;138,353076;14,94675039;93,91320243;3,138;31,383;83,95
0,711;2560;512;13,82977458;138,2977458;14,95029273;93,9354596;4,466;44,662;81,99
0,713;2565;513;13,82424378;138,2424378;14,95383365;93,95770788;3,167;31,673;82,97
0,714;2570;514;13,81871518;138,1871518;14,95737316;93,97994726;3,967;39,673;81,99
0,715;2575;515;13,8131888;138,131888;14,96091125;94,00217774;3,168;31,681;82,97
0,717;2580;516;13,80766463;138,0766463;14,96444793;94,02439933;3,377;33,771;81,99
0,718;2585;517;13,80214267;138,0214267;14,96798319;94,04661204;3,167;31,673;82,97
0,719;2590;518;13,79662292;137,9662292;14,97151704;94,06881587;3,508;35,077;82,48
0,721;2595;519;13,79110537;137,9110537;14,97504947;94,09101081;3,167;31,673;82,48
0,722;2600;520;13,78559003;137,8559003;14,97858049;94,11319688;3,426;34,26;81,99
0,724;2605;521;13,7800769;137,800769;14,9821101;94,13537407;3,167;31,673;82,48
0,725;2610;522;13,77456597;137,7456597;14,9856383;94,1575424;4,362;43,619;81,99
0,726;2615;523;13,76905725;137,6905725;14,98916509;94,17970186;3,167;31,673;81,99
0,728;2620;524;13,76355073;137,6355073;14,99269047;94,20185245;4,363;43,632;81,99
0,729;2625;525;13,75804641;137,5804641;14,99621443;94,22399419;3,167;31,673;81,99
0,731;2630;526;13,75254429;137,5254429;14,99973699;94,24612708;4,392;43,917;82,48
0,732;2635;527;13,74704437;137,4704437;15,00325814;94,26825111;3,167;31,673;81,5
0,733;2640;528;13,74154665;137,4154665;15,00677788;94,2903663;4,502;45,021;81,5
0,735;2645;529;13,73605113;137,3605113;15,01029622;94,31247264;3,167;31,673;81,99
0,736;2650;530;13,73055781;137,3055781;15,01381314;94,33457014;4,477;44,769;81,99
0,738;2655;531;13,72506669;137,2506669;15,01732866;94,3566588;3,167;31,673;82,48
0,739;2660;532;13,71957776;137,1957776;15,02084278;94,37873863;3,648;36,479;81,5
0,74;2665;533;13,71409102;137,1409102;15,02435548;94,40080963;3,167;31,673;81,02
0,742;2670;534;13,70860649;137,0860649;15,02786679;94,4228718;3,954;39,535;81,5
0,743;2675;535;13,70312414;137,0312414;15,03137669;94,44492515;3,167;31,673;81,99
0,744;2680;536;13,69764399;136,9764399;15,03488518;94,46696968;4,448;44,479;81,99
0,746;2685;537;13,69216602;136,9216602;15,03839228;94,4890054;3,569;35,692;82,48
0,747;2690;538;13,68669025;136,8669025;15,04189797;94,5110323;4,344;43,441;82,48
0,749;2695;539;13,68121667;136,8121667;15,04540226;94,53305039;4,452;44,524;82,48
0,75;2700;540;13,67574528;136,7574528;15,04890514;94,55505968;3,167;31,673;83,46
0,751;2705;541;13,67027607;136,7027607;15,05240663;94,57706016;4,414;44,143;81,99
0,753;2710;542;13,66480906;136,6480906;15,05590671;94,59905185;3,381;33,809;82,97
0,754;2715;543;13,65934423;136,5934423;15,0594054;94,62103474;3,167;31,673;84,92
0,756;2720;544;13,65388158;136,5388158;15,06290269;94,64300884;4,228;42,277;83,95
0,757;2725;545;13,64842112;136,4842112;15,06639857;94,66497416;3,167;31,673;83,95
0,758;2730;546;13,64296284;136,4296284;15,06989306;94,68693068;3,102;31,016;83,46
0,76;2735;547;13,63750675;136,3750675;15,07338616;94,70887843;3,167;31,673;84,43
0,761;2740;548;13,63205284;136,3205284;15,07687785;94,7308174;4,196;41,959;84,43
0,763;2745;549;13,62660111;136,2660111;15,08036815;94,7527476;3,167;31,673;83,46
0,764;2750;550;13,62115156;136,2115156;15,08385705;94,77466902;4,236;42,363;83,95
